wo_id,sdr_id,part_number,part_name,jasc_code,maintenance_type,discovery_code,fault_code,action_code,task_type,mel_code,repair_duration_hours,aog_flag,backorder_delay_days,labor_hours,turnaround_time_hours,deferred_flag,priority,work_accomplished
WO000077,AALA202507310461,,POWER SUPPLY,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,3.8,268,0,Low,Removed and replaced power supply; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: DURING PS CHECK FOUND MULTIPLE EMERGENCY LIGHTS OUT. REMOVE AND REPLACED EMERGENCY LIGHTING P
WO000078,CALA2025080107198,,LIFE VEST,2561,Line,V,OTHER,R&R,Remove & Replace,N,2,0,13,2.4,314,0,Low,"Removed and replaced life vest; performed operational test. SDR discrepancy: CLEANERS NOTED MULTIPLE LIFE VESTS PACKED AND SEALED WITHOUT STRAP ACCESSIBLE AT SEATS 8B 11A 21A 27F 30E OPENED, CHECKE"
WO000079,CALA2025080107201,143A324129,STRINGER,5313,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,14.6,18,0,High,"Removed corrosion on stringer; treated and protected area. SDR discrepancy: CORROSION FOUND AT STRINGER 27L, BS 540. REPAIRED STRINGER 27L BETWEEN BS 500I & 540 IAW AAR-MIA ESR-WI 2023573-12-12400"
WO000080,SCNA20250731294,,UNKNOWN,2130,Line,OP,LEAKING,RPR,Repair,N,3,0,10,3.2,243,0,Low,Repaired unknown for condition: leaking; tested serviceable. SDR discrepancy: EXCESSIVE PRESSURE AND NOISE FROM VENTS ON CLIMB OUT AT 10000 DIFFERENTIAL PRESSURE 2 PSI WITH CABIN CLIMB AT ZERO DUCT 
WO000081,DALA2025070705007,1074926,REGULATOR,7500,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,0,0,5.2,4,0,Medium,Removed and replaced regulator; performed operational test. SDR discrepancy: SHIP 3707 -ATB- RETURNED TO JFK DUE TO PRESSURIZATION ISSUES AND NO LT DUCT PRESSURE. CORRECTIVE ACTION: REPLACED LT PRS
WO000082,AALA202507317184,,HYDRAULIC LINE,2910,Line,OP,LEAKING,RPR,Repair,N,3,0,14,3.0,339,0,Low,"Repaired hydraulic line for condition: leaking; tested serviceable. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: REPEAT ITEM, AFTER TAKEOFF UPON RAISING OF GEAR ENGINE NUMBER O"
WO000083,CALA2025070806345,32022221,CHECK VALVE,7532,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,4.6,4,0,Medium,Removed and replaced check valve; performed operational test. SDR discrepancy: FOUND OP1 5TH STAGE VALVE TO BE UNSERVICEABLE. REMOVED AND REPLACED L/H #1 ENG.T/R 5TH STAGE VALVE I.A.W. AMM 36-11-02 T
WO000084,SCNA20250708249,,BRACKET,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,1,11,2.5,266,0,High,Removed and replaced bracket; performed operational test. SDR discrepancy: DEFECT 702936: DOOR 1L GIRT BAR STICKS - RESOLUTION: ADJUSTED 1L GIRT BAR RETENTION BRACKETS PER AMM 25-66-00
WO000085,AALA202507085591,,ANGLE,5320,Base,V,CRACKED,RPR,Repair,N,22,0,11,19.7,286,0,Low,"Repaired angle for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN WING CENTER SECTION REAR SPAR VAPOR BARRIER ATTACH ANGLE AT STA 663, RBL 10. REPA"
WO000086,AALA202507085326,,FIRE DETECTOR,2612,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,10,5.3,244,0,Low,"Removed and replaced fire detector; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: HAD FIRE INDICATIONS ON FORWARD CARGO COMPARMENT INFLIGHT, DISC"
WO000087,ASAA2025071859804,147A750117,ANGLE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,20.0,18,0,High,Removed corrosion on angle; treated and protected area. SDR discrepancy: WHILE INSPECTING FOR OK TO INSTALL FOUND L/H TRANSITION ANGLE IN AFT PIT CORRODED FROM FRAME STATION 727D TO 727I. GROUN
WO000088,AALA202508018925,147A2500U23,STRINGER CLIP,5340,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,20.3,18,0,High,"Removed corrosion on stringer clip; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT STRINGER CLIP AT BS 927, S27L, LBL 11. REPLACED STRINGE"
WO000089,AALA202508051232,,ROLLER,5310,Base,V,OTHER,RPR,Repair,N,12,0,13,14.0,324,0,Low,"Repaired roller for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CABIN FORWARD SERVICE DOOR AFT DOOR FRAME, CENTERING ROLLER FITTING HAS WEAR ON UPPER LEG."
WO000090,AALA202508055133,141A5410,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,18.1,22,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: INTERCOSTAL BETWEEN BS 328 AND BS 344 AT LBL 45 CRACKED. INSTALLED NEW INTERCOSTAL. PER AA
WO000091,UIEA2025071100923,,STIFFENER,5510,Overnight,V,CRACKED,RPR,Repair,N,12,0,11,16.6,276,0,Low,"Repaired stiffener for condition: cracked; tested serviceable. SDR discrepancy: R/H HORIZONTAL STABILIZER NUMBER 10 STA 166.3 HAS VERTICAL STIFFENERS #3 CRACKED LOWER SIDE.(ACCOMPLISHED CATEGORY ""A"" R"
WO000092,DALA2025071405259,,FRAME,5311,Base,V,OTHER,RPR,Repair,N,12,0,12,11.2,300,0,Low,"Repaired frame for condition: other; tested serviceable. SDR discrepancy: (LOG 1074785) ACCOMPLISH RIGHT HAND STA 727 FRAME INNER CHORD, 737 REPAIR: RII SECTION 02 IAW A.A 5311-01251-02B. ACCOMP"
WO000093,DALA2025071405263,,RAIL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,12,19.9,306,0,High,"Removed corrosion on rail; treated and protected area. SDR discrepancy: (LOG 1075683) CORROSION ON OUT OF LIMITS RAIL SUPPORTS OF BILGE AREA BTW STA 727D-727E, STA 767-787 RBL 3, 8 LBL 3. RAIL"
WO000094,SCNA20250711253,,BATTERY PACK,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,8,4.3,196,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: ROW 15-22 EMERGANCY LIGHTS OUT.R & R EMERGANCY LIGHT BATTERY PACK IAW AMM 33-51-06. OPS CHECKS GOOD.
WO000095,UIEA2025071100921,,STIFFENER,5510,Overnight,V,CRACKED,RPR,Repair,N,12,0,13,15.1,324,0,Low,"Repaired stiffener for condition: cracked; tested serviceable. SDR discrepancy: R/H HORIZONTAL STABILIZER NUMBER 2 STA 92.7 HAS VERTICAL STIFFENERS #2 CRACKED LOWER SIDE.(ACCOMPLISHED CATEGORY ""A"" REP"
WO000096,UIEA2025071100920,,STIFFENER,5510,Overnight,V,CRACKED,RPR,Repair,N,12,0,12,9.9,300,0,Low,"Repaired stiffener for condition: cracked; tested serviceable. SDR discrepancy: R/H HORIZONTAL STABILIZER NUMBER 2 STA 92.7 HAS VERTICAL STIFFENERS #3 CRACKED LOWER SIDE.(ACCOMPLISHED CATEGORY ""A"" REP"
WO000097,SWAA2025071791627,,HANDLE,5210,Line,V,LOOSE,ADJ,Adjustment,N,2,0,15,2.4,362,0,Low,Adjusted handle to correct loose. SDR discrepancy: FWD ENTRY DOOR UPPER ASSIST HANDLE LOOSE. SECURED FWD ENTRY DOOR L1 UPPER ASSIST HANDLE REF AMM 20-50-11.
WO000098,CALA2025071406518,ADD71701100,BATTERY PACK,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,0,4.8,4,0,High,Removed and replaced battery pack; performed operational test. SDR discrepancy: L1 DOOR EXTERIOR SLIDE LIGHT INOP. EMERGENCY LIGHTING SYSTEM OPERATIONAL CHECK {B737-33-3-0235} - EVALUATED AND FOUND L2
WO000099,SWAA2025091097104,,ANGLE,5320,Base,V,CRACKED,RPR,Repair,N,22,0,11,26.2,286,0,Low,Repaired angle for condition: cracked; tested serviceable. SDR discrepancy: CRACK ANGLE LOCATED FWD FACE BS 500H AT LVEL STR 26R AT FWD CARGO COMPARTMENT. REPLACED ANGLE LOCATED FWD FACE BS 500H A
WO000100,AALA202508113057,143A7501187,TRANSITION PANEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,19.4,18,0,High,Removed corrosion on transition panel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION TO FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500D TO BS 500I AT S25L. R
WO000101,AALA202508117456,141A52205,TIE DOWN,5345,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,23.3,18,0,High,"Removed corrosion on tie down; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON L1 DOOR FLOOR MOUNTED AFT GIRT BAR TIEDOWN AT BS 344, LBL 58. REPLACED TIEDOW"
WO000102,AALA202508130723,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,10,21.4,258,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOORBEAM UPPER CHORD (T-CAP) AT STA 947 RBL 53. REPAIRED UPP
WO000103,AALA202508202397,147A576225,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,23.7,18,0,High,Removed corrosion on floor support; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL LOCATED FORWARD OF AFT LAVATORY I
WO000104,AALA202508219562,,DOOR LATCH,5220,Line,V,OTHER,RPR,Repair,N,2,0,15,1.7,362,0,Low,Repaired door latch for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND FORWARD OVERWING EXIT LOWER AFT LATCH FITTING INSERT IS WORN. REMOVED AND INSTA
WO000105,SWAA2025082195339,,WEDGE,5753,Overnight,V,OTHER,TS,Troubleshooting,N,2,0,9,2.1,218,0,Low,Troubleshot wedge for reported condition: other. SDR discrepancy: RIGHT WING INBD MAIN FLAP; OTBD TRAILING EDGE WEDGE HAS LARGE AREA OF DELAMINATION. REMOVED DAMAGED WEDGE. LOCATED & DRI
WO000106,SWAA2025082196851,,BATTERY PACK,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,4.3,268,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: LEFT FRONT CABIN AISLE EMERGENCY LIGHTS INOPERATIVE ( BULLNOSE). REMOVED AND REPLACED THE BATTERY PACK IAW MM 33-51-06. 
WO000107,CALA2025072106793,,WARNING LIGHT,5270,Line,OP,OTHER,RPR,Repair,N,2,1,12,1.7,290,0,High,Repaired warning light for condition: other; tested serviceable. SDR discrepancy: FWD SERVICE DOOR LIGHT INTERMITEN ON LAST 15 MINUTES OF FLIGHT. FWD SERVICE DOOR(1R) DOOR INDICATION INTERMITTANT. PLACI
WO000108,DALA2025072105457,,PLATE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,10,14.6,258,0,Low,"Removed corrosion on plate; treated and protected area. SDR discrepancy: (LOG 1085934) CORROSION ON RH SIDE PLATE FROM STA 727 TO STA 767, AND CORROSION ON RH SIDE PLATE UPPER AND LOWER SURFACE"
WO000109,SWAA2025072192771,,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,12,2.6,290,0,Low,Removed and replaced slide; performed operational test. SDR discrepancy: FWD SERVICE EMERGENCY DOOR SLIDE DATE UN-READABLE. R&R FWD SERVICE DOOR EMER ESCAPE SLIDE PER 825-PRD-01-01-FS
WO000110,SWAA2025072192481,,LAMP,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,12,4.4,292,0,Low,Removed and replaced lamp; performed operational test. SDR discrepancy: FWD RH R1 SLIDE EMERGENCY LIGHT INOP. RE-LAMPED FWD RH R1 SLIDE EMERGENCY LIGHT IAW 33-51-04.
WO000111,AALA202507222557,,WIRE,3397,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,9,4.8,220,0,Low,Removed and replaced wire; performed operational test. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: FORWARD LEFT OVERHEAD BIN EMERGENCY LIGHTS INOPERATIVE. CONNECTED WIRE HARNESS ON FORWARD 
WO000112,ASAA2025071859575,,LENS,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,10,2.3,242,0,Low,Removed and replaced lens; performed operational test. SDR discrepancy: ROW 18/17 EXIT ROW LENS FELL FROM CEILING. GROUNDED - YES. REINSTALLED ROW 18/17 OVERHEAD EXIT SIGN LENS REF. AMM 33-51-
WO000113,ASAA2025072259577,182A40013,SKIN,5512,Line,V,CRACKED,RPR,Repair,N,12,0,0,12.7,12,0,Medium,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: LEFT HORIZONTAL STAB LOWER SKIN IS CRACKED AT STAB STA147.90 MARKED. GROUNDED - YES. PERFORMED SKIN REPAIR ON LEFT HORIZ
WO000114,SWAA2025072292313,,FUSE,3397,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,12,4.7,292,0,Low,Removed and replaced fuse; performed operational test. SDR discrepancy: EMERGENCY EXIT INDICATOR L1208 AND L1207 ARE INOPERATIVE. REPLACED FUSE ON EMEREGENCY PACK M1694 FOR EXIT INDICATOR L120
WO000115,AALA202507213808,,SIGN,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,10,2.7,242,0,Low,Removed and replaced sign; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: 1L DOOR EXIT SIGN BROKEN AND DETACHED. SECURED LIGHT PER FIM 33-50-00 810- 801. EMERGENCY LIG
WO000116,SWAA2025072293270,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,11,2.0,266,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: COKPIT FLASHLIGHT WILL NOT TEST. R&R CAPTAINS EMER FLASH LIGHT IAW AMM 25-64-00.
WO000117,CALA2025072406869,1078850305BWC,LIGHT,3350,Line,V,FAILED,R&R,Remove & Replace,N,2,1,0,2.2,2,0,High,Removed and replaced light; performed operational test. SDR discrepancy: 26C WHITE EMERGENCY SEAT MOUNTED PATH LIGHT INOP MISSING. WIRE STOWED. EMERGENCY EXIT ROWS 21 AND 20 ARE 5 ROWS AWAY. ON
WO000118,SWAA2025082792934,,WEB,5320,Base,V,CRACKED,RPR,Repair,N,22,1,9,25.8,238,0,High,Repaired web for condition: cracked; tested serviceable. SDR discrepancy: CRACK ON WEB LOCATED BTW BS 500 TO BS 500A AT LEVEL STR 26L AT FWD CARGO COMPARTMENT. REPLACED WEB LOCATED BTW BS 500 TO
WO000119,AALA202508257226,143A7501U187,TRANSITION PANEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,25.2,18,0,High,Removed corrosion on transition panel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL LOCATED FROM BS 500D TO BS 500H AT
WO000120,AALA202508291014,,RIB,5511,Overnight,V,CRACKED,RPR,Repair,N,12,1,13,14.3,324,0,High,"Repaired rib for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER IN SPAR RIB, AT FIRST STIFFENER AFT OF FORWARD SP"
WO000121,AALA202508185132,147A5710U1,SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,24.6,18,0,High,"Removed corrosion on support; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION TO PASSENGER CABIN FLOOR SUPPORT LOCATED AT BS 986 PLUS 8 INCHES, FROM LBL 40 TO"
WO000122,AALA202507281980,,LIGHT,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,9,2.5,218,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: EMERGENCY LIGHT HANGING DOWN UNDER SEAT 8ABC. NEW EMERGENCY LIGHT WAS INSTALLED FOR SEAT 8ABC
WO000123,AALA202507283360,,GIRT BAR,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,0,11,2.3,266,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: FORWARD SERVICE DOOR GRIT BAR IS VERY DIFFICULT TO OPERATE. FORWARD CABIN SERVICE DOOR GIRT B
WO000124,CALA2025072907044,,COVER,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,12,2.7,290,0,Low,Removed and replaced cover; performed operational test. SDR discrepancy: 20C EMERGENCY EXIT LIGHTING MISSING FOUND 20C RED EMERG LIGHT COVER MISSING. REPLACED REF MM 33-51-11. OPS CHECK GOOD.
WO000125,AALA202507297101,147A85408,DOOR FRAME,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,20.8,18,0,High,Removed corrosion on door frame; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON R2 DOOR ENTRY WAY LOWER SILL INNER CHORD (CREASE ANGLE) FROM BS 967 TO BS 986
WO000126,SWAA2025081197274,,SKIN,5753,Overnight,V,OTHER,TS,Troubleshooting,N,2,0,14,2.0,338,0,Low,Troubleshot skin for reported condition: other. SDR discrepancy: RIGHT WING INBD AFT FLAP OUTER SURFACE IS DISBONDED 4' FROM I/B SIDE AND 8' FROM T/E. INBOARD AFT FLAP INSTALLATION COMP
WO000127,ASAA2025071859738,141A653620,BEAM,5240,Line,V,CRACKED,RPR,Repair,N,12,0,0,13.1,12,0,High,"Repaired beam for condition: cracked; tested serviceable. SDR discrepancy: R1 DOOR, LOWER MACHINE FRAME BELOW HANDLE BOX CRACKED. GROUNDED - YES. REMOVED THE R1 DOOR NR 4 BEAM AND REPLACED WITH N"
WO000128,CALA2025073107114,,CONNECTOR,3397,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,11,3.6,268,0,Low,"Removed and replaced connector; performed operational test. SDR discrepancy: EMERGENCY LIGHTS OPS CHECK. RT, AFT OVERWING INTERIOR EMERGENCY LIGHT INOPERATIVE FROM FLT DECK OR AFT ATTENDANTS PANEL."
WO000129,SCNA20250731289,,SWITCH,3350,Line,V,FAILED,R&R,Remove & Replace,N,2,1,12,1.8,290,0,High,Removed and replaced switch; performed operational test. SDR discrepancy: FORWARD LAV. EMERGENCY LIGHT INOP. THE NO SMOKE/FASTEN SEAT BELT LIGHT SWITCH WAS IN THE OFF POS. FWD LAV. PER AMM 33-25
WO000130,AALA202507225647,,FLASHLIGHT,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,8,4.8,196,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: AFT FLIGHT ATTENDANT LEFT INBOARD FLASHLIGHT TEST DOES NOT CONSISTENTLY TEST. REPLACED AFT
WO000131,AALA202507316645,,HOOK,2560,Line,V,CORRODED,CORR,Corrosion Removal,N,8,0,12,10.5,296,0,Low,Removed corrosion on hook; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: AFT LEFT HAND EMERGENCY ESCAPE STRAP LANYARD HOOK IS CORRODED. INSTALLED NEW AFT LEFT HAND
WO000132,AALA202507311400,,COMPENSATOR,2840,Line,OP,LEAKING,RPR,Repair,N,4,0,15,3.3,364,0,Low,"Repaired compensator for condition: leaking; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: IN FLIGHT, LEFT MAIN FUEL TANK CONTINUOUSLY DISPLAYING A LOWER AMOUNT. EVEN AFTER BALANCING T"
WO000133,CALA2025073107179,,LAMP,3350,Line,OP,FAILED,R&R,Remove & Replace,N,2,0,13,2.5,314,0,Low,"Removed and replaced lamp; performed operational test. SDR discrepancy: EMERGENCY LIGHTING SYSTEM OPERATIONAL CHECK, LEFT OVERWING EXIT AFT EMERGENCY LIGHT INOP. RELAMPED LEFT OVERWING EXIT AF"
WO000134,ASMF20250801204,,WARNING LIGHT,3150,Line,OP,OTHER,TS,Troubleshooting,N,2,1,10,2.8,242,0,High,Troubleshot warning light for reported condition: other. SDR discrepancy: RETURN TO BLOCK DUE TO ENGINE CONTROL LIGHT ON FOR ENG 2. IAW IFIM 73-21-00-810-826 PERFORMED TEST TO REC. MESSAGE UNCAT
WO000135,AALA202507319089,,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,15,2.5,362,0,Low,Removed and replaced slide; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: FORWARD SERVICE DOOR SLIDE VISIBLE BENEATH COVER. REINSTALLED ESCAPE SLIDE PACK AT FORWARD SE
WO000136,CALA2025070806333,141A550518,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,19.1,18,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: FWD WET AREA FLOOR BEAM STA 344 LBL 56 UPPER FLANGE HAS CORROSION. REMOVED CORROSION AT MAIN CABIN FWD WET AREA FLOOR BE
WO000137,SWAA2025080197070,,BATTERY,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,12,2.8,290,0,Low,Removed and replaced battery; performed operational test. SDR discrepancy: AFT GALLEY LOWER F/O SIDE GREY FLASHLIGHT TEST RED. R & R AFT RT OTBD EMERGENCY FLASHLIGHT BATTERY IAW AMM 25-64-00.
WO000138,AALA202508012221,146A750252,CHANNEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,22.3,18,0,High,Removed corrosion on channel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT FLOOR STRUCTURE ZEE ASSEMBLY AT BS 727D PLUS 8 INCHES A
WO000139,AALA202508183386,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,13,18.7,330,0,Low,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION TO AFT CARGO COMPARTMENT CHANNEL FLOORBEAM LOCATED AT BS 787 PLUS 5 INCHES, RBL "
WO000140,DALA2025070805084,,PLATE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,12,23.6,306,0,Low,Removed corrosion on plate; treated and protected area. SDR discrepancy: (LOG 1063947) CORROSION_ON LH SIDE PLATE_AT AFT CARGO COMPARTMENT (C2) FROM STA 727-847. CORROSION LEVEL 2: LH SIDE PLAT
WO000141,DALA2025070805085,,PLATE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,15,18.6,378,0,Low,Removed corrosion on plate; treated and protected area. SDR discrepancy: (LOG 1063956) CORROSION_ON RH SIDE PLATE_AT AFT CARGO COMPARTMENT (C2) FROM STA 727-787. RH SIDE PLATE AT AFT CARGO COMP
WO000142,CALA2025071006433,,DOOR,5240,Line,OP,OTHER,RPR,Repair,N,2,0,11,2.3,266,0,Low,Repaired door for condition: other; tested serviceable. SDR discrepancy: FWD SERVICE DOOR LIGHT ILLUMINATED 5 TIMES IN FLIGT W/ASSOCIATED HANDLE MOVEMENT OF 4IN ADJUSTED R1 GALLEY SERVICE DOOR 
WO000143,AALA202507102175,273A33018,MODULE,3230,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,0,1.6,2,0,High,Troubleshot module for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: WHEN LANDING GEAR PLACED IN DOWN POSITION WE HAD AN AURAL INDIC
WO000144,CALA2025071006429,MS35206226,SCREW,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,0,2.2,2,0,High,Removed and replaced screw; performed operational test. SDR discrepancy: EMERGENCY LIGHTS OPERATIONAL CHECK EMERGENCY LIGHTS OPERATIONAL CHECK - EMERGENCY LIGHT AT SEAT 31C FOUND DAMAGED REPLAC
WO000145,K11A2025071100323,,SWITCH,5270,Line,OP,OTHER,RPR,Repair,N,2,0,10,2.6,242,0,Low,Repaired switch for condition: other; tested serviceable. SDR discrepancy: AFT ENTRY LIGHT ILLUMINATED IN FLIGHT. FOUND MISSING HARDWARE ON DOOR SWITCH. RE INSTALLED HARDWARE AND PERFORMED OPS CH
WO000146,AALA202508058819,,INTERCOSTAL,5320,Base,V,CRACKED,RPR,Repair,N,22,1,11,25.6,286,0,High,Repaired intercostal for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 500I TO BS 520 AT BL 0. REPLA
WO000147,AALA202507117607,141A5410U140,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,1,0,26.3,22,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 312 TO BS 328 AT LBL 20. REPL
WO000148,AALA202507119489,141A5410U139,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,27.7,22,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 294 TO BS 276 AT BL 0. REPLAC
WO000149,UIEA2025071100917,,SKIN,5512,Line,V,CRACKED,RPR,Repair,N,12,0,13,11.9,324,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: L/H HORIZONTAL STABILIZER LOWER SKIN, A CRACK NOTED ON STAB HORIZ AT STA 101.9, 18.83"" FROM AFT SPAR. ACCOMPLISHED PERMA"
WO000150,UIEA2025071100907,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,9,15.1,228,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: R/H HORIZONTAL STABILIZER LOWER SKIN, A CRACK NOTED ON STAB HORIZ AT STA 101 FROM FRONT SPAR.(ACCOMPLISHED PERMANENT REI"
WO000151,ASMF2025209,2474M65P0,PRESSURE SYSTEM,7300,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,5.2,4,0,Medium,"Removed and replaced pressure system; performed operational test. SDR discrepancy: ENGINE CONTROL LIGHT IS ON , ENG 2 . 737 IFIM TASK G73-20-00-810-858 PERFORMED , LIGHT RESET. PSS ENG 2 VISUAL INSPECCIO"
