OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
AALA202504158323,3/11/2025 0:00:00,4/15/2025 14:51:16,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501187,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500F,500G,25,L,,,,,,,,,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500F TO BS 500G, S25L. REPLACED TRANSITION PANEL PER AARD 51-00-05-1."
SWAA2025032408108,3/21/2025 0:00:00,3/24/2025 15:48:40,SWAA,SWAA,A,SW,29,A,5240,O,,,K,,,,IN,V,8301J,BOEING,7378H4,36980,42332.0,19501.0,,,,,,,,,,,BOEING,COVER PLATE,,,CRACKED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD GALLEY SERVICE DOOR HANDLE COVER PLATE CRACKED.<[01] R/R IAW SIP.
CALA2025032603191,3/20/2025 0:00:00,3/26/2025 8:54:51,CALA,CALA,A,GL,33,A,3350,L,,,K,,,,IN,C,76254,BOEING,737824,30779,74424.0,27628.0,,,,,,,,,,,,BATTERY PACK,AD71701100,181832,DISCHARGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PASSENGER CABIN, EMERGENCY LIGHT BATTERY PACK M1672 FAIL FUNCTIO NAL TEST (REF AAR NR 1000032889). REMOVED AND REPLACED BATTERY PACK AT POSITION M1672 AIW B737 AMM 33-51-06-960-805. INSTALLATION TEST OK. FAILED FUNCTIONAL CHECK DURING RELIABILITY CHECK IN RFD REMOVED AND REPLACED BATTERY PACK AT POSITION M1672 AIW B737 AMM 33-51-06-960-805. INSTALLATION TEST OK."
CALA2025032603213,3/25/2025 0:00:00,3/26/2025 8:54:54,CALA,CALA,A,GL,33,A,3350,O,,,K,,,,IN,V,76503,BOEING,737824,33461,57915.0,21667.0,,,,,,,,,,,,LAMP,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R/H FORWARD SLIDE/OVERWING EMERGENCY LIGHT INOP. R/H FWD SLIDE/OVERWING EMERGENCY LIGHT LAMP REPLACED REF AMM 33-51-04-960-801; OPS CHECK GOOD.
AALA202504157511,3/11/2025 0:00:00,4/15/2025 14:51:16,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501187,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500D,500E,S25L,L,,,,,,,,,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500D TO BS 500E, S25L. REPLACED TRANSITION PANEL PER AARD 51-00-05-1."
AALA202504153946,3/11/2025 0:00:00,4/15/2025 15:31:08,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501188,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500G,500H,,,,,,,,,26,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500G TO BS 500H AT RBL 26. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
DALA2025032702253,3/21/2025 0:00:00,3/27/2025 13:46:46,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3772H,BOEING,737832,30823,46683.0,17565.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0877121) CORROSION ON INTERCOSTAL UPPER FLANGE AT LBL 11, WL 208, BETWEEN STA 304.5 AND STA 310. REMOVED AND REPLACED INTERCOSTAL AT LBL 11, WL 208 BETWEEN STA 294.5 - STA 312 I.A.W B737 SRM 51-40-02-0G AND DWG# 141A5600."
SWAA2025032602007,3/4/2025 0:00:00,3/26/2025 15:30:59,SWAA,SWAA,A,SW,29,A,5720,O,,,K,,,,IN,V,8689C,BOEING,7378H4,36658,29503.0,14622.0,,,,,,,,,,,BOEING,SUPPORT BRACKET,,,CRACKED,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R WING FIXED TRAILING EDGE PANEL INBD SUPPORT BRACKET AT WBL 183.4 HAS CRACK.(MARKED)<[01] REMOVED AND REPLACED R WING FIXED TRAILING EDGE PANEL INBD SUPPORT BRACKET (P/N 115A2156-18) AT WBL 183.4 IAW SRM 51-40-02.;[02] C/W INSPECTION REMOVED AND REPLACED R WING FIXED TRAILING EDGE PANEL INBD SUPPORT BRACKET (P/N 115A2156-18) AT WBL 183.4 IAW SRM 51-40-02.
DALA2025032802315,3/24/2025 0:00:00,3/28/2025 14:30:05,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3772H,BOEING,737832,30823,46683.0,17565.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0877008) CORROSION ON FLOOR SUPPORT BEAM FASTENER HOLE AT STA 954, RBL 16.5, WL 208. REMOVED AND REPLACED FLOOR SUPPORT BEAM AT STA 954, RBL 16.5, WL 208 I.A.W B737 - 800 SRM 51-40-02-0G AND DWG 147A5650 REV. A."
AALA202503044083,3/3/2025 0:00:00,3/4/2025 7:06:11,AALA,AALA,A,SW,21,A,2560,O,,,O,,,,NR,O,942AN,BOEING,737823,30084,69242.0,29467.0,,,,,,,,,,,BOEING,RETAINER,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: GIRT BAR AT MAIN CABIN DOOR L1 HARD TO PULL OUT OF CLIPS TO UNARM THE SLIDE. MAINTENANCE RE-ADJUSTED L1 DOOR SLIDE GIRT BAR RETAINER CLIP AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 25-66-01.
AALA202504026325,3/29/2025 0:00:00,4/2/2025 12:13:57,AALA,AALA,A,SW,21,A,5250,O,,,O,,,,NR,9,869NN,BOEING,737823,40764,40084.0,17218.0,,,,,,,,,,,,LOCKING CAM,,,FOD,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR INTERMITTENTLY GETS STUCK OR JAMMED IN A CLOSED POSITION, DIFFICULT TO OPEN. CONFIRMED BY MX THAT LAVATORY-D DOOR STICKS AND DIFFICULT TO OPEN. REMOVED DEBRIS FROM LOCKING MECHANISM AND CLEANED. OPERTIONAL CHECK GOOD."
AALA202505292883,3/13/2025 0:00:00,5/29/2025 11:41:39,AALA,AALA,A,SW,21,A,2565,O,,,K,,,,IN,V,885NN,BOEING,737823,31139,38701.0,16660.0,,,,,,,,,,,BFGOODRICH,SLIDE,5A3307701,BNG17951,DISLODGED,ZONE 800,33462.0,14247.0,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: FOUND L2 DOOR SLIDE DISLODGED. REMOVED FROM DOOR, PINNED FOR SAFETY AND STORED IN AFT GALLEY. **SUPPLEMENTAL REPORT FOR (AALA202503172883): REPLACED L2 DOORSLIDE. PER WC 08L22125001**(CLOSED)."
DALA2025040302538,3/31/2025 0:00:00,4/3/2025 14:37:38,DALA,DALA,A,SO,27,A,5730,O,,,K,,,,IN,V,3753,BOEING,737832,32626,73554.0,28358.0,,,,,,,,,,,BOEING,ACCESS PANEL,,,WORN,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(LOG 0887747) RH WING FUEL TANK PANEL 632MB CUTOUT HAS WEAR SPOTS. REMOVED EDGE DAMAGE FROM R/H WING FUEL PANEL 632MB CUTOUT IAW B737 SRM 51-10-02-OG. REMOVED 0.011"" MATERIAL FROM THE EDGE OF THE R/H WING FUEL TANK PANEL 632MB CUTOUT, MAX ALLOWED OF 0.050"", FOUND TO BE WITHIN LIMITS IAW B737 SRM 57-20-01-2R REPAIR 1. RESTORED SURFACE FINISH IAW B737 SRM 51-20-01."
SWAA2025033119442,3/29/2025 0:00:00,3/31/2025 15:38:31,SWAA,SWAA,A,SW,29,A,5532,O,,,K,,,,IN,V,8932Q,BOEING,7378,42601,1872.0,993.0,,,,,,,,,,,,SKIN,,,DELAMINATED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERTICAL STABILIZER LEADING EDGE METAL PLATE DELAMINATED<[01] UPON FURTHER INSPECTION FOUND EROSION TAPE NOT SECURED ON VERTICAL STAB LEADING EDGE. REMOVED AND REPLACED EROSION TAPE. ALL WORK PERFORMED IAW AMM 55-35-01
AALA202504049776,3/22/2025 0:00:00,4/4/2025 23:04:31,AALA,AALA,A,SW,21,A,5720,O,,,K,,,,IN,V,832NN,BOEING,737823,33521,44223.0,18744.0,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND WING AFT LOWER PANEL SUPPORT RAIL FROM FLAP TRACK 7 TO FLAPTRACK 8 HAS AREAS OF CORROSION. REMOVED CORROSION AT RIGHT HAND WING AFT LOWER PANEL SUPPORT RAIL FROM FLAP TRACK 7 TO FLAP TRACK 8. PER B737NG SRM 51-10-02-OG, EVALUATED AND FOUND TO BE OUT OF LIMITS, PER B737NG SRM 57-51-02-1A-1. REMOVED AND REPLACED RIGHT HAND WING AFT LOWER PANEL SUPPORT RAIL FROM FLAP TRACK 7 TO FLAP TRACK 8, PER B737 NG SRM 51-40-02-0G AND SRM 51-40-05-0G."
AALA202504040156,3/26/2025 0:00:00,4/4/2025 23:04:31,AALA,AALA,A,SW,21,A,5310,O,,,K,,,,IN,V,832NN,BOEING,737823,33521,44223.0,18744.0,,,,,,,,,,,BOEING,FITTING,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND RAM INLET, DUCT SUPPORT INTERCOSTAL CORRODED AROUND MOUNTING BOLTS. REMOVED AND REPLACED RAM INLET, DUCT SUPPORT INTERCOSTAL (CLIP). PER B737-NG IPC 21-51-22-11, SRM 51-40-02, SRM 51-40-05, SRM 51-40-08, SRM51-20-01."
DALA2025040802727,3/12/2025 0:00:00,4/8/2025 13:54:46,DALA,DALA,A,SO,27,A,5321,O,,,K,,,,IN,V,3742C,BOEING,737832,30835,75602.0,30211.0,,,,,,,,,,,,FLOOR PANEL,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,(LOG 0854354) CORROSION FLOOR PANEL 140DF AT AFT CARGO COMPARTMENT. FABRICATED FLOOR PANEL 140DF AT AFT CARGO COMPARTMENT AS PER ER/A 624640-14 REV. ORIGINAL.
ASAA2025031356592,3/13/2025 0:00:00,3/14/2025 18:49:33,ASAA,ASAA,A,NM,2,A,5330,O,,,K,,,,IN,V,588AS,BOEING,737890,35685,60638.0,18358.0,,,,,,,,,,,BOEING,SKIN PANEL,146A315194,,CORRODED,ZONE 200,,,,,,,,,,,,,,,727J,767,14,R,,R,,,,,,,,,,,,,2.0,,"CORROSION AT STR 14R AND BETWEEN STA 747 AND STA 767 SRXR430X. GROUNDED - YES. RCATEGORY ""A"" MINOR REPAIR ON SKIN AT STR 14R BETWEEN STA 727J AND STA 767. ACCOMPLISHED ON MIG-5 N/R SA042450 IAW EA800-53-28380 REV00 SKIN P/N 146A3151-94, 146A3151-32 SRXR430X."
AALA202503172447,3/16/2025 0:00:00,3/17/2025 10:49:16,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,959AN,BOEING,737823,30828,67206.0,28829.0,,,,,,,,,,,BOEING,TRANSITION PANEL,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,500G,500H,26,R,,,,,,,,,,,,,1.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM STA 500G TO STA 500H AT S265. REPLACED TRANSITION PANEL PER SRM 51-40-02-0G.
DALA2025031702016,3/12/2025 0:00:00,3/17/2025 11:57:46,DALA,DALA,A,SO,27,A,5542,O,,,K,,,,IN,V,3737C,BOEING,737832,30799,68623.0,31267.0,,,,,,,,,,,,RUDDER,173A01037,,DAMAGED,ZONE 300,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 0853320) DAMAGED RUDDER BY TAIL STRIKE. REMOVED RUDDER PER AMDS #2721-4912 STEPS 1-3. C/W RUDDER REPLACEMENT IAW AMDS 2721-4912 (R.GROSS 436426) ALL RII ITEMS C/W.
SWAA2025031405292,3/13/2025 0:00:00,3/14/2025 15:32:31,SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,IN,V,8642E,BOEING,7378H4,42525,35630.0,17281.0,,,,,,,,,,,BOEING,GIRT BAR,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1 DOOR EMERGENCY SLIDE AFT GIRL BAR HOLDER LOOSE <[01]. REPLACED FWD L1 DOOR SLIDE AFT GIRT BAR HOLDER FWD RIVET PER SIP. REF AMM 25-66-01. OK FOR SVC.
AALA202503172282,3/14/2025 0:00:00,3/17/2025 15:14:21,AALA,AALA,A,SW,21,A,3397,O,,,O,,,,NR,O,890NN,BOEING,737823,31143,37771.0,16222.0,,,,,,,,,,,,CIRCUIT BREAKER,,,BROKEN,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: CABIN EMERGENCY LIGHTS CRICUIT BREAKER FOUND BROKEN ON PREFLIGHT. REMOVED AND REPLACED CABIN EMERGENCY LIGHTS CIRCUIT BREAKER ON P6-11 PANEL AND CABIN EMERGENCY LIGHTS OPERTIONAL CHECKS GOOD. PER AMM 33-50-10.
AALA202503170936,3/14/2025 0:00:00,3/17/2025 13:33:22,AALA,AALA,A,SW,21,A,5312,O,,,K,,,,IN,V,829NN,BOEING,737823,33210,44963.0,18882.0,,,,,,,,,,,,VAPOR BARRIER,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,663.75,,,,,,,,,,32,R,40,R,,,7.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN WING CENTER SECTION REAR SPAR VAPOR BARRIER AT STA 663.75 FROM RBL 32 TO RBL 40. ACCOMPLISHED REPAIR PER AARD 57-10-10-9.
AALA202503172294,3/14/2025 0:00:00,3/17/2025 15:14:21,AALA,AALA,A,SW,21,A,2120,B,,,O,,,,NR,O,928NN,BOEING,737823,31172,34260.0,14837.0,,,,,,,,,,,,FLEX COUPLING,,,RUPTURED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: STRONG BAD ODOR SMELL THROUGHOUT AIRCRAFT. ISOLATED ODOR FROM LEFT HAND AC PACK, FOUND RUBBER FLEX CONNECTOR FROM HIGH PRESSURE WATER SEPARATOR MIX MUFF COMPLETELY BLOWN OUT. REMOVED AND REPLACED RUBBER FLEX CONNECTOR ON HIGH PRESSURE WATER SEPARATOR MIX MUFF. PER AMM 21-51-17."
AALA202505013646,3/28/2025 0:00:00,5/1/2025 8:13:47,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,927NN,BOEING,737823,31171,35063.0,15244.0,,,,,,,,,,,BOEING,TRANSITION PANEL,146A750232,,CORRODED,ZONE 100,,,,,,,,,,,,,,,727C,,,,,,,,,,25,L,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL AT BS 727C. LBL 25. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
SCNA20250314074,3/13/2025 0:00:00,3/14/2025 11:03:07,SCNA,SCNA,A,GL,15,A,3350,O,,,K,,,,IN,V,835SY,BOEING,7378KN,40250,46414.0,18933.0,,,,,,,,,,,,LENS,,,MISSING,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFECT 797645: EMERGENCY EXIT ROW LIGHT LENS MISSING ROW 15ABC ( INTERIOR EMERGENCY EXIT LIGHTING SYSTEM; EMERGENCY AISLE LIGHTS ). - - RESOLUTION: (IN PROGRESS)
DALA2025032402167,3/21/2025 0:00:00,3/24/2025 12:10:18,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3754A,BOEING,737832,29626,75958.0,29327.0,,,,,,,,,,,BOEING,PLATE,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"(LOG 0869769) CORROSION ON SIDEPLATES 500G+16 TO 500I LH AT FWD CARGO COMPARTMENT, ORIGINAL THICKNESS: 0.040"" AND MINIMUM REMAINING THICKNESS: 0.028"". AREA IT'S OUT OF LIMITS PER B737-800 SRM 53-00-53-1A. SIDE PLATE BWT STA 500G +16 TO 500I LH AT FWD CARGO COMPARTMENT WAS DRILLED , ADJUSTED AND REPLACED PER B737-800 SRM 51-40-05-0G AND B737-800 SRM 51-40-02-0G."
SWAA2025032107394,3/19/2025 0:00:00,3/21/2025 15:12:31,SWAA,SWAA,A,SW,29,A,2560,O,,,K,,,,TX,C,8768Q,BOEING,7378,67518,8313.0,4255.0,,,,,,,,,,,BOEING,GIRT BAR,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD SERVICE DOOR GIRT BAR FORWARD RETAINER CLIP DETACHED. <[01] C/W EA M-23-125-01839. PERMENANT REPAIR REQ WITHIN 11 DAYS.
ASAA2025032356742,3/23/2025 0:00:00,3/25/2025 19:15:02,ASAA,ASAA,A,NM,2,A,3350,L,,,K,,,,IN,C,527AS,BOEING,737890,35694,50368.0,17876.0,,,,,,,,,,,,BATTERY PACK,D71702001,,NO TEST,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHILE PERFORMING T/C 78233001, FOUND M1675 BATTERY PACK FAILED. GROUNDED - YES. REPLACED M1675 BATTERY PACK REF AMM 33-51-06-960-805. NOW OPERATING NORMALLY."
AALA202503251917,3/22/2025 0:00:00,3/25/2025 14:25:00,AALA,AALA,A,SW,21,A,2560,W,L,,K,,,,IN,C,919NN,BOEING,737823,29573,35156.0,15173.0,,,,,,,,,,,,FLASHLIGHT,,,NOT SEATED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: LEFT OUTBOARD EMERGENCY FLASHLIGHT DOES NOT TEST UNDER AFT LEFT FLIGHT ATTENDANT SEAT. PROPERLY RESEATED EMERGENCY FLASHLIGHT IN THE BRACKET ON THE LEFT OUTBOARD AFT FLIGHT ATTENDANT SEAT, OPERTIONAL CHECK GOOD. PER AMM 25-64-00."
CALA2025032603196,3/24/2025 0:00:00,3/26/2025 8:54:51,CALA,CALA,A,GL,33,A,2560,O,,,K,,,,IN,V,77259,BOEING,7378,43462,12493.0,4300.0,,,,,,,,,,,,GIRT BAR,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOOR 1R EMERGENCY SLIDE METAL GIRT BAR LOOSE WHEN DISARMED PERFORMED GIRTH BAR OPS CHECK.OPS CHECK NORMAL .AC OK. TO CONT
SWAA2025041409944,3/26/2025 0:00:00,4/14/2025 15:45:14,SWAA,SWAA,A,SW,29,A,5240,O,,,K,,,,IN,V,8642E,BOEING,7378H4,42525,35699.0,17315.0,,,,,,,,,,,BOEING,HANDLE,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1 DOOR LINER ASSIST HANDLE IS LOOSE<[01] RESECURED R1 DOOR LINER ASSIST HANDLE IAW AMM-52-41-31-400-802 PG 3 STEP F ITEM 2;[02] VERIFIED ITEM 1 C/W
AALA202504014883,3/8/2025 0:00:00,4/1/2025 10:26:32,AALA,AALA,A,SW,21,A,2560,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TIE DOWN,141A52204,,CORRODED,ZONE 100 GIRTBAR,,,,,,,,,,,,,,,344,,,,,,,,,,59,L,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON L1 DOOR FLOOR MOUNTED AFT GIRT BAR TIEDOWN AT BS 344, LBL 59. REPLACED TIEDOWN PER AARD 51-00-05-1."
AALA202504015612,3/8/2025 0:00:00,4/1/2025 10:26:32,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,147A5660Y21,,CORRODED,ZONE 100,,,,,,,,,,,,,,,947,967,,,,,,,,,48,L,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR SUPPORT INTERCOSTAL FROM STA 947 TO STA 967 AT LBL 48 REPLACED INTERCOSTAL PER AARD 51-00-05-1.
AALA202504016325,3/29/2025 0:00:00,4/1/2025 11:48:42,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,869NN,BOEING,737823,40764,40084.0,17218.0,,,,,,,,,,,,DOOR,,,BINDING,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR INTERMITTENTLY GETS STUCK OR JAMMED IN A CLOSED POSITION, DIFFICULT TO OPEN. CONFIRMED BY MX THAT LAVATORY-D DOOR STICKS AND DIFFICULT TO OPEN. **SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN)."
AALA202504018797,3/20/2025 0:00:00,4/1/2025 11:43:31,AALA,AALA,A,SW,21,A,5710,O,,,K,,,,IN,V,844NN,BOEING,737823,33212,44250.0,18741.0,,,,,,,,,,,BOEING,SUPPORT ANGLE,,,EXCESS PLAY,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND WING LOWER TRANSLATE PANEL JUST INBOARD OF PYLON MIDDLE AFT SUPPORT ROD HAS PLAY AT LOWER ATTACH POINT TO PANEL. REMOVED AND INSTALLED NEW ANGLE SUPPORT BEAM AT RIGHT HAND WING LOWER TEPANEL JUST INBOARD OF PYLON MIDDLE AFT SUPPORT ROD AT LOWER ATTACH POINT TO PANEL. PER B737NG SRM 51-40-02.
SWAA2025030401266,3/2/2025 0:00:00,3/4/2025 15:52:48,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8919K,BOEING,7378,68207,3455.0,1902.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1 DOOR EMERGENCY LIGHT INOPERATIVE. REMOVED AND REPLACED FWD LH EMERGENCY LIGHT BATTERY PACK PER AMM 33-51-06. NO FIX. REMOVED AND REPLACED FWD LH EMERGENCY LIGHT POWER SUPPLY PER AMM 33-51-06. OPS CHECKS GOOD.
AALA202504020999,3/20/2025 0:00:00,4/2/2025 7:57:30,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,147A5660U22,,CORRODED,ZONE 100,,,,,,,,,,,,,,,947,967,,,,,,,,,50,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM BS 947 TO BS 967 AT RBL 50. REPLACED INTERCOSTAL PER AARD 51-00-05-1.
AALA202503089000,3/5/2025 0:00:00,3/8/2025 8:51:29,AALA,AALA,A,SW,21,A,2131,J,,,A,,,,CR,O,300UB,BOEING,7378,44506,288.0,117.0,,,,,,,,,,,NORD,CONTROLLER,2193301AD,24210696,FAULTED,ZONE 100,289.0,118.0,289.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AN THE AIRCRAFT DIVERTED TO ATL DUE TO AUTO PRESSURIZATION FAILURE. THE AIRCRAFT LANDED SAFELY AT ATL. AIRCRAFT WAS ON AN MEL FOR CABIN PRESSURE CONTROLLER #2 INOPERATIVE. MAINTENANCE REPLACED THE OUTFLOW VALVE PER AMM 21-31-03 (AALA202503086361) AND THE #2 CABIN PRESSURE CONTROLLER REF AMM 21-31-01 (AALA202503089000). ACCOMPLISHED SATISFACTORY LEAK AND OPERATIONAL CHECKS.
CALA2025040403530,3/31/2025 0:00:00,4/4/2025 13:04:41,CALA,CALA,A,GL,33,A,5512,O,,,K,,,,IN,V,12238,BOEING,737824,28804,78270.0,28919.0,,,,,,,,,,,BOEING,SKIN,182A40014,,CRACKED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,"CRACK INDICATION FOUND: NO.1 MARKED, R/H HORIZONTAL LOWER SKIN STAB. STA 147.90 .900 INCHES L, I/B OF I/B ROW OF RIVETS, 8.25 INCHES FWD OF AFT SPAR. TRANSCRIBED FROM HAECO GSO NR 9287038 ESFR COMPLETED"
